asin,author,rank,title,year
1400052181,Rebecca Skloot,37,The Immortal Life of Henrietta Lacks,2012
0525478817,John Green,38,The Fault in Our Stars,2012
1423140575,Rick Riordan,39,"The Serpent's Shadow (The Kane Chronicles, Book 3)",2012
0310321913,Ann Voskamp,40,One Thousand Gifts: A Dare to Live Fully Right Where You Are,2012
0307592731,Cheryl Strayed,41,Wild: From Lost to Found on the Pacific Crest Trail,2012
0525952926,Ken Follett,42,Winter of the World: Book Two of the Century Trilogy,2012
0061997188,Ree Drummond,43,The Pioneer Woman Cooks: Food from My Frontier,2012
0756686067,Daniel Lipkowitz,44,The Lego Ideas Book: Unlock Your Imagination,2012
0849946158,Todd Burpo,45,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,2012
1591451884,Sarah Young,46,Jesus Calling: Enjoying Peace in His Presence,2012
031612091X,Joel Fuhrman,47,"Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss, Revised Edition",2012
1400067669,Jon Meacham,48,Thomas Jefferson: The Art of Power,2012
0066620996,Jim Collins,49,Good to Great: Why Some Companies Make the Leap and Others Don't,2012
1596987855,Edward Klein,50,The Amateur,2012
030759565X,Deb Perelman,51,The Smitten Kitchen Cookbook: Recipes and Wisdom from an Obsessive Home Cook,2012
0761148574,Heidi Murkoff,52,What to Expect When You're Expecting,2012
1607060760,Robert Kirkman,53,The Walking Dead:  Compendium One,2012
159420411X,Nate Silver,54,The Signal and the Noise: Why So Many Predictions Fail-But Some Don't,2012
1449410243,The Oatmeal,55,How to Tell If Your Cat Is Plotting to Kill You (The Oatmeal),2012
0553801473,George R. R. Martin,56,A Dance with Dragons (A Song of Ice and Fire),2012
0446583979,Stephen Colbert,57,America Again: Re-becoming the Greatness We Never Weren't,2012
075669812X,DK Publishing,58,LEGO NINJAGO: Character Encyclopedia,2012
0062082353,Chris Kyle,59,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,2012
0316017930,Malcolm Gladwell,60,Outliers: The Story of Success,2012
0470550473,Doug Lemov,61,Teach Like a Champion: 49 Techniques that Put Students on the Path to College,2012
0425263908,Sylvia Day,62,Bared to You,2012
1878424319,Don Miguel Ruiz,63,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),2012
1595620257,Tom Rath,64,"Strengths Based Leadership: Great Leaders, Teams, and Why People Follow",2012
1451648650,Mike Moreno,65,The 17 Day Diet: A Doctor's Plan Designed for Rapid Results,2012
1434768511,Francis Chan,66,Crazy Love: Overwhelmed by a Relentless God,2012
1617750255,Adam Mansbach,67,Go the F**k to Sleep,2012
0805090037,Hilary Mantel,68,Bring Up the Bodies,2012
0062120999,Jim Collins,69,"Great by Choice: Uncertainty, Chaos, and Luck--Why Some Thrive Despite Them All",2012
0316206644,Joel Fuhrman,70,"Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss, Revised Edition",2012
0425263916,Sylvia Day,71,Reflected in You (Crossfire),2012
0399144463,Spencer Johnson,72,Who Moved My Cheese?: An Amazing Way to Deal with Change in Your Work and in Your Life,2012
0375842209,Markus Zusak,73,The Book Thief,2012
1933890517,Project Management…,74,A Guide to the Project Management Body of Knowledge,2012
1400067553,Katherine Boo,75,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",2012
1937007448,Charlaine Harris,76,"Deadlocked (Sookie Stackhouse/True Blood, Book 12)",2012
0071771328,Kerry Patterson,77,"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition",2012
1615190457,Gene Stone,78,Forks Over Knives: The Plant-Based Way to Health,2012
0310708257,Sally Lloyd-Jones,79,The Jesus Storybook Bible: Every Story Whispers His Name,2012
0345527747,Janet Evanovich,80,Notorious Nineteen: A Stephanie Plum Novel,2012
0547884591,Timothy Ferriss,81,"The 4-Hour Chef: The Simple Path to Cooking Like a Pro, Learning Anything, and Living the Good Life",2012
0375507256,David Mitchell,82,Cloud Atlas: A Novel,2012
0061122416,Paulo Coelho,83,The Alchemist,2012
0439023483,Suzanne Collins,84,"The Hunger Games (The Hunger Games, Book 1)",2012
1594631298,Anne Lamott,85,"Help, Thanks, Wow: The Three Essential Prayers",2012
0375869026,R. J. Palacio,86,Wonder,2012
0984912401,Woo Myung,87,"Stop Living In This Land, Go To The Everlasting World Of Happiness, Live There Forever",2012
0307731715,Mary C. Neal,88,"To Heaven and Back: A Doctor's Extraordinary Account of Her Death, Heaven, Angels, and Life Again: A True Story",2012
1615190619,Del Sroufe,89,Forks Over Knives - The Cookbook: Over 300 Recipes for Plant-Based Eating All Through the Year,2012
1594135851,Suzanne Collins,90,Catching Fire (Hunger Games),2012
0765325950,Robert Jordan,91,"A Memory of Light  (Wheel of Time, Book 14)",2012
1419702238,Jeff Kinney,92,"Cabin Fever (Diary of a Wimpy Kid, Book 6)",2012
0684856093,Sean Covey,93,The 7 Habits of Highly Effective Teens: The Ultimate Teenage Success Guide,2012
0679405070,Robert A. Caro,94,The Passage of Power: The Years of Lyndon Johnson,2012
0061658197,Ree Drummond,95,The Pioneer Woman Cooks: Recipes from an Accidental Country Girl,2012
1476714428,Zhi Gang Sha Dr.,96,"Divine Healing Hands: Experience Divine Power to Heal You, Animals, and Nature, and to Transform All Life (Soul Power)",2012
1932100660,Thomas Campbell,97,"The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet, Weight Loss, And Long-term Health",2012
0525952470,Timothy Keller,99,The Meaning of Marriage: Facing the Complexities of Commitment with the Wisdom of God,2012
0374500010,Elie Wiesel,100,Night (Night),2012
159562015X,Tom Rath,1,StrengthsFinder 2.0,2013
0385349947,Sheryl Sandberg,2,"Lean In: Women, Work, and the Will to Lead",2013
1419711326,Jeff Kinney,3,"Diary of a Wimpy Kid: Hard Luck, Book 8",2013
1476755868,Rush Limbaugh,4,Rush Revere and the Brave Pilgrims: Time-Travel Adventures with Exceptional Americans,2013
1591451884,Sarah Young,5,Jesus Calling: Enjoying Peace in His Presence,2013
0385537859,Dan Brown,6,Inferno,2013
1423146727,Rick Riordan,7,"The House of Hades (Heroes of Olympus, Book 4)",2013
0385349173,Charles Krauthammer,8,"Things That Matter: Three Decades of Passions, Pastimes and Politics",2013
0743273567,F. Scott Fitzgerald,9,The Great Gatsby,2013
0805098542,Bill O'Reilly,10,Killing Jesus (Bill O'Reilly's Killing Series),2013
1451695195,Eben Alexander,11,Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,2013
0890425558,American Psychiatric…,12,"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5",2013
0874478529,The College Board,13,The Official SAT Study Guide Second Edition,2013
0525478817,John Green,14,The Fault in Our Stars,2013
0375842209,Markus Zusak,15,The Book Thief,2013
0375869026,R. J. Palacio,16,Wonder,2013
0802473156,Gary Chapman,17,The 5 Love Languages: The Secret to Love That Lasts,2013
1433805618,American…,18,"Publication Manual of the American Psychological Association, 6th Edition",2013
0062024035,Veronica Roth,19,Divergent,2013
0800788036,Rob Elliott,20,Laugh-Out-Loud Jokes for Kids,2013
0679805273,Dr. Seuss,21,"Oh, the Places You'll Go!  ",2013
0316204366,Malcolm Gladwell,22,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",2013
0345529057,George R.R. Martin,23,"A Song of Ice and Fire, (4 Vols.): A Game of Thrones / A Clash of Kings / A Storm of Swords / A Feast for Crows",2013
006202406X,Veronica Roth,24,Allegiant (Divergent Series),2013
159463176X,Khaled Hosseini,25,And the Mountains Echoed,2013
1250038820,Brandon Stanton,26,Humans of New York,2013
1616550414,Patrick Thorpe,27,The Legend of Zelda: Hyrule Historia,2013
1476727651,Stephen King,28,Doctor Sleep: A Novel,2013
0800788222,Rob Elliott,29,Knock-Knock Jokes for Kids,2013
0316055433,Donna Tartt,30,The Goldfinch: A Novel (Pulitzer Prize for Fiction),2013
1878424319,Don Miguel Ruiz,31,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),2013
030758836X,Gillian Flynn,32,Gone Girl,2013
159523103X,Brian Kilmeade,33,George Washington's Secret Six: The Spy Ring That Saved the American Revolution,2013
0307352153,Susan Cain,34,Quiet: The Power of Introverts in a World That Can't Stop Talking,2013
0811877825,Sherri Duskey Rinker,35,"Goodnight, Goodnight Construction Site",2013
0385537131,John Grisham,36,Sycamore Row (Jake Brigance),2013
1609611543,William Davis,37,"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",2013
0062225227,Ree Drummond,38,"The Pioneer Woman Cooks: A Year of Holidays: 140 Step-by-Step Recipes for Simple, Scrumptious Celebrations",2013
0399255370,Drew Daywalt,39,The Day the Crayons Quit,2013
1476726094,Phil Robertson,40,"Happy, Happy, Happy: My Life and Legacy as the Duck Commander",2013
0399226907,,41,The Very Hungry Caterpillar,2013
1592407331,Brené Brown,42,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",2013
0743269519,Stephen R. Covey,43,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,2013
1781162646,Stephen King,44,Joyland (Hard Case Crime Novels),2013
0345803485,E L James,45,Fifty Shades of Grey: Book One of the Fifty Shades Trilogy (Fifty Shades of Grey Series),2013
1940363071,Zhi Gang Sha,46,"Soul Healing Miracles: Ancient and New Sacred Wisdom, Knowledge, and Practical Techniques for Healing the Spiritual, Mental, Emotional, and Physical Bodies",2013
1250035864,Ian K. Smith M.D.,47,Shred: The Revolutionary Diet: 6 Weeks 4 Inches 2 Sizes,2013
1451666179,Allie Brosh,48,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",2013
0446310786,Harper Lee,49,To Kill a Mockingbird,2013
0787960756,Patrick Lencioni,50,The Five Dysfunctions of a Team: A Leadership Fable,2013
1400064163,Laura Hillenbrand,51,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",2013
0812550706,Orson Scott Card,52,Ender's Game (The Ender Quintet),2013
159285849X,Brené Brown,53,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,2013
0316206849,Robert Galbraith,54,The Cuckoo's Calling (A Cormoran Strike Novel),2013
0761148574,Heidi Murkoff,55,What to Expect When You're Expecting,2013
0310330912,Ben Carson M.D.,56,America the Beautiful: Rediscovering What Made This Nation Great,2013
1451606273,Mark R. Levin,57,The Liberty Amendments: Restoring the American Republic,2013
140006922X,Reza Aslan,58,ZEALOT: The Life and Times of Jesus of Nazareth,2013
0061992259,Katherine Applegate,59,The One and Only Ivan,2013
0066620996,Jim Collins,60,Good to Great: Why Some Companies Make the Leap and Others Don't,2013
1476745374,Si Robertson,61,SI-COLOGY 1: Tales and Wisdom from Duck Dynasty's Favorite Uncle,2013
1455522716,Gwyneth Paltrow,62,"IT'S ALL GOOD: Delicious, Easy Recipes That Will Make You Look Good and Feel Great",2013
0316017930,Malcolm Gladwell,63,Outliers: The Story of Success,2013
1607743949,Yotam Ottolenghi,64,Jerusalem: A Cookbook,2013
1936608588,Kelly Starrett,65,"Becoming a Supple Leopard: The Ultimate Guide to Resolving Pain, Preventing Injury, and Optimizing Athletic Performance",2013
031623480X,David Perlmutter,66,"Grain Brain: The Surprising Truth about Wheat, Carbs,  and Sugar--Your Brain's Silent Killers",2013
0142402516,John Green,67,Looking for Alaska,2013
0316322407,Malala Yousafzai,68,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,2013
0920668372,Robert Munsch,69,Love You Forever,2013
1451696191,Stephen Chbosky,70,The Perks of Being a Wallflower,2013
1936608758,Diane Sanfilippo,71,Practical Paleo: A Customized Approach to Health and a Whole-Foods Lifestyle,2013
034580404X,E L James,72,Fifty Shades Trilogy (Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed),2013
1476734941,Dr Michael Mosley,73,"The FastDiet: Lose Weight, Stay Healthy, and Live Longer with the Simple Secret of Intermittent Fasting",2013
0310708257,Sally Lloyd-Jones,74,The Jesus Storybook Bible: Every Story Whispers His Name,2013
0062024043,Veronica Roth,75,Divergent / Insurgent,2013
0671027034,Dale Carnegie,76,How to Win Friends & Influence People,2013
141654786X,Doris Kearns Goodwin,77,"The Bully Pulpit: Theodore Roosevelt, William Howard Taft, and the Golden Age of Journalism",2013
0439023521,Suzanne Collins,78,The Hunger Games (Book 1),2013
0893348627,Nick J. Tate,79,ObamaCare Survival Guide: The Affordable Care Act and What It Means for You and Your Healthcare,2013
161638610X,Jonathan Cahn,80,The Harbinger: The Ancient Mystery that Holds the Secret of America's Future,2013
1400052181,Rebecca Skloot,81,The Immortal Life of Henrietta Lacks,2013
0374500010,Elie Wiesel,82,Night (Night),2013
0345803493,E. L. James,83,Fifty Shades Darker,2013
031612091X,Joel Fuhrman,84,"Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss, Revised Edition",2013
1615190619,Del Sroufe,85,Forks Over Knives - The Cookbook: Over 300 Recipes for Plant-Based Eating All Through the Year,2013
0345803507,E L James,86,Fifty Shades Freed: Book Three of the Fifty Shades Trilogy (Fifty Shades of Grey Series) (English Edition),2013
0061122416,Paulo Coelho,87,The Alchemist,2013
0316769487,J.D. Salinger,88,The Catcher in the Rye,2013
0345472322,Carol S. Dweck,89,Mindset: The New Psychology of Success,2013
1609619366,William Davis MD,90,"Wheat Belly Cookbook: 150 Recipes to Help You Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",2013
032119991X,Hall H Pearson…,91,MyMathLab: Student Access Kit,2013
1609580834,Valorie Schaefer,92,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition",2013
1400069289,Charles Duhigg,93,The Power of Habit: Why We Do What We Do in Life and Business,2013
0812994868,Naoki Higashida,94,The Reason I Jump: The Inner Voice of a Thirteen-Year-Old Boy with Autism,2013
1595620257,Tom Rath,95,"Strengths Based Leadership: Great Leaders, Teams, and Why People Follow",2013
1609789369,Kaplan,96,Kaplan GRE Premier 2014 with 6 Practice Tests: book + online + DVD + mobile,2013
1455520659,Nicholas Sparks,97,The Longest Ride,2013
0985462736,Phil McGraw,98,Life Code: The New Rules for Winning in the Real World,2013
0756686067,Daniel Lipkowitz,99,The Lego Ideas Book: Unlock Your Imagination,2013
0765325950,Robert Jordan,100,"A Memory of Light  (Wheel of Time, Book 14)",2013
159562015X,Tom Rath,1,StrengthsFinder 2.0,2014
0736430512,RH Disney,2,Frozen Little Golden Book (Disney Frozen),2014
0800788036,Rob Elliott,3,Laugh-Out-Loud Jokes for Kids,2014
014242417X,John Green,4,The Fault in Our Stars,2014
141971189X,Jeff Kinney,5,Diary of a Wimpy Kid: The Long Haul,2014
080509668X,Bill O'Reilly,6,Killing Patton: The Strange Death of World War II's Most Audacious General (Bill O'Reilly's Killing Series),2014
0544272994,Randall Munroe,7,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,2014
1423146735,Rick Riordan,8,The Blood of Olympus (The Heroes of Olympus),2014
1591451884,Sarah Young,9,Jesus Calling: Enjoying Peace in His Presence,2014
0812974492,Laura Hillenbrand,10,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",2014
1465414053,DK Publishing,11,Ultimate Sticker Book: Frozen (Ultimate Sticker Books),2014
0399255370,Drew Daywalt,12,The Day the Crayons Quit,2014
0062024035,Veronica Roth,13,Divergent,2014
0525478817,John Green,14,The Fault in Our Stars,2014
0679805273,Dr. Seuss,15,"Oh, the Places You'll Go!  ",2014
0446310786,Harper Lee,16,To Kill a Mockingbird,2014
0307588378,Gillian Flynn,17,Gone Girl,2014
0375842209,Markus Zusak,18,The Book Thief,2014
0874478529,The College Board,19,The Official SAT Study Guide Second Edition,2014
1250038820,Brandon Stanton,20,Humans of New York,2014
0316055433,Donna Tartt,21,The Goldfinch: A Novel (Pulitzer Prize for Fiction),2014
0890425558,American Psychiatric…,22,"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5",2014
0375869026,R. J. Palacio,23,Wonder,2014
0803741715,B. J. Novak,24,The Book with No Pictures,2014
1476755884,Rush Limbaugh,25,Rush Revere and the First Patriots: Time-Travel Adventures With Exceptional Americans,2014
0802473156,Gary Chapman,26,The 5 Love Languages: The Secret to Love That Lasts,2014
0800788222,Rob Elliott,27,Knock-Knock Jokes for Kids,2014
0736431217,RH Disney,28,JOURNEY TO THE ICE P,2014
1433805618,American…,29,"Publication Manual of the American Psychological Association, 6th Edition",2014
0547248288,Alice Schertle,30,Little Blue Truck Board Book,2014
0307464881,Ina Garten,31,Make It Ahead: A Barefoot Contessa Cookbook,2014
0312510780,Roger Priddy,32,First 100 Words,2014
014241543X,Gayle Forman,33,If I Stay,2014
0345535529,George R R Martin,34,A Game of Thrones / A Clash of Kings / A Storm of Swords / A Feast of Crows / A Dance with Dragons,2014
0062024043,Veronica Roth,35,Divergent / Insurgent,2014
067443000X,Thomas Piketty,36,Capital in the Twenty First Century,2014
0061950726,Christina Baker Kline,37,Orphan Train,2014
0345472322,Carol S. Dweck,38,Mindset: The New Psychology of Success,2014
0671027034,Dale Carnegie,39,How to Win Friends & Influence People,2014
0399226907,,40,The Very Hungry Caterpillar,2014
1476746583,Anthony Doerr,41,All the Light We Cannot See,2014
031623480X,David Perlmutter,42,"Grain Brain: The Surprising Truth about Wheat, Carbs,  and Sugar--Your Brain's Silent Killers",2014
1400064163,Laura Hillenbrand,43,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",2014
1623363586,Thug Kitchen,44,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck,2014
0061122416,Paulo Coelho,45,The Alchemist,2014
0142402516,John Green,46,Looking for Alaska,2014
0743273567,F. Scott Fitzgerald,47,The Great Gatsby,2014
0143125478,Daniel James Brown,48,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,2014
0920668372,Robert Munsch,49,Love You Forever,2014
0385737955,James Dashner,50,The Maze Runner (Book 1),2014
006202406X,Veronica Roth,51,Allegiant (Divergent Series),2014
0062268341,Amy Poehler,52,Yes Please,2014
0787960756,Patrick Lencioni,53,The Five Dysfunctions of a Team: A Leadership Fable,2014
1878424319,Don Miguel Ruiz,54,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),2014
1451639619,Stephen R. Covey,55,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,2014
0553447785,George W. Bush,56,41: A Portrait of My Father,2014
0545685192,Stephanie Milton,57,Minecraft: The Complete Handbook Collection,2014
0736431209,Melissa Lagonegro,58,A Tale of Two Sisters (Disney Frozen) (Step into Reading),2014
1476755868,Rush Limbaugh,59,Rush Revere and the Brave Pilgrims: Time-Travel Adventures with Exceptional Americans,2014
159285849X,Brené Brown,60,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,2014
0062278789,Veronica Roth,61,Divergent / Insurgent / Allegiant,2014
0849946158,Todd Burpo,62,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,2014
0393244660,Michael Lewis,63,Flash Boys,2014
1476789878,Rush Limbaugh,64,Rush Revere and the American Revolution: Time-Travel Adventures With Exceptional Americans,2014
141694737X,Rod Campbell,65,Dear Zoo: A Lift-the-Flap Book,2014
0671449028,Sandra Boynton,66,The Going-To-Bed Book,2014
0553805444,George R. R. Martin,67,The World of Ice & Fire: The Untold History of Westeros and the Game of Thrones,2014
0768934400,ACT,68,The Real ACT (CD) 3rd Edition (Official Act Prep Guide),2014
038553714X,John Grisham,69,Gray Mountain: A Novel,2014
0761148574,Heidi Murkoff,70,What to Expect When You're Expecting,2014
0310708257,Sally Lloyd-Jones,71,The Jesus Storybook Bible: Every Story Whispers His Name,2014
0385349947,Sheryl Sandberg,72,"Lean In: Women, Work, and the Will to Lead",2014
0670024783,Sue Monk Kidd,73,The Invention of Wings,2014
0399501487,William Golding,74,Lord of the Flies,2014
0374500010,Elie Wiesel,75,Night (Night),2014
0316769487,J.D. Salinger,76,The Catcher in the Rye,2014
1940363071,Zhi Gang Sha,77,"Soul Healing Miracles: Ancient and New Sacred Wisdom, Knowledge, and Practical Techniques for Healing the Spiritual, Mental, Emotional, and Physical Bodies",2014
1609580834,Valorie Schaefer,78,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition",2014
0385345623,Gina Homolka,79,"The Skinnytaste Cookbook: Light on Calories, Big on Flavor",2014
1451673310,Ray Bradbury,80,Fahrenheit 451,2014
0811877825,Sherri Duskey Rinker,81,"Goodnight, Goodnight Construction Site",2014
014241493X,John Green,82,Paper Towns,2014
1580625576,Tom Robinson,83,"The Everything Kids' Science Experiments Book: Boil Ice, Float Water, Measure Gravity-Challenge the World Around You!",2014
0451524934,George Orwell,84,1984 (Signet Classics),2014
014240733X,S. E. Hinton,85,The Outsiders,2014
1476757801,Tony Robbins,86,MONEY Master the Game: 7 Simple Steps to Financial Freedom,2014
0694003611,Margaret Wise Brown,87,Goodnight Moon,2014
0307352153,Susan Cain,88,Quiet: The Power of Introverts in a World That Can't Stop Talking,2014
1476770387,Stephen King,89,Revival: A Novel,2014
0545392551,Giles Andreae,90,Giraffes Can't Dance,2014
054568515X,Scholastic,91,Minecraft: Redstone Handbook: An Official Mojang Book,2014
0140177396,John Steinbeck,92,Of Mice and Men,2014
0982301820,JJ Smith,93,10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,2014
0071771328,Kerry Patterson,94,"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition",2014
0736430881,Frank Berrios,95,A Day in the Sun (Disney Frozen) (Pictureback(R)),2014
0440237688,Lois Lowry,96,The Giver (Giver Quartet),2014
1442450703,Bill Martin Jr.,97,Chicka Chicka Boom Boom (Board Book),2014
1936608367,Danielle Walker,98,Against All Grain: Delectable Paleo Recipes to Eat Well & Feel Great,2014
0545669936,Stephanie Milton,99,Minecraft: Essential Handbook: An Official Mojang Book,2014
0066620996,Jim Collins,100,Good to Great: Why Some Companies Make the Leap and Others Don't,2014
0312510780,Roger Priddy,1,First 100 Words,2015
1607747308,Marie Kondō,2,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,2015
0800788036,Rob Elliott,3,Laugh-Out-Loud Jokes for Kids,2015
1780671067,Johanna Basford,4,Secret Garden: An Inky Treasure Hunt and Coloring Book,2015
159562015X,Tom Rath,5,StrengthsFinder 2.0,2015
0062409859,Harper Lee,6,Go Set a Watchman: A Novel,2015
1780674880,Johanna Basford,7,Enchanted Forest: An Inky Quest & Coloring Book,2015
1476746583,Anthony Doerr,8,All the Light We Cannot See,2015
1594633665,Paula Hawkins,9,The Girl on the Train,2015
1941325122,Blue Star Coloring,10,Adult Coloring Book: Stress Relieving Patterns,2015
1419717014,Jeff Kinney,11,Old School (Diary of a Wimpy Kid #10),2015
0446310786,Harper Lee,12,To Kill a Mockingbird,2015
1941325114,Blue Star Coloring,13,Adult Coloring Book: Stress Relieving Animal Designs,2015
0996275460,,14,"Adult Coloring Books: A Coloring Book for Adults Featuring Mandalas and Henna Inspired Flowers, Animals, and Paisley Patterns",2015
1250058902,Brandon Stanton,15,Humans of New York : Stories,2015
0553418025,Andy Weir,16,The Martian,2015
0679805273,Dr. Seuss,17,"Oh, the Places You'll Go!  ",2015
0800788222,Rob Elliott,18,Knock-Knock Jokes for Kids,2015
141694737X,Rod Campbell,19,Dear Zoo: A Lift-the-Flap Book,2015
0399255370,Drew Daywalt,20,The Day the Crayons Quit,2015
0143125478,Daniel James Brown,21,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,2015
1591451884,Sarah Young,22,Jesus Calling: Enjoying Peace in His Presence,2015
0345472322,Carol S. Dweck,23,Mindset: The New Psychology of Success,2015
1101946342,E L James,24,Grey: Fifty Shades of Grey as Told by Christian (Fifty Shades of Grey Series),2015
0486789640,,25,Creative Haven Creative Cats Coloring Book (Adult Coloring),2015
0671027034,Dale Carnegie,26,How to Win Friends & Influence People,2015
080241270X,Gary Chapman,27,The 5 Love Languages: The Secret to Love that Lasts,2015
1508582211,Angie Grace,28,Balance (Angie's Extreme Stress Menders Volume 1),2015
0486796647,Marjorie Sarnat,29,Creative Haven Owls Coloring Book (Adult Coloring),2015
1623363586,Thug Kitchen,30,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck,2015
0545392551,Giles Andreae,31,Giraffes Can't Dance,2015
0375869026,R. J. Palacio,32,Wonder,2015
1451639619,Stephen R. Covey,33,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,2015
1878424319,Don Miguel Ruiz,34,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),2015
0805095152,Atul Gawande,35,Being Mortal: Medicine and What Matters in the End,2015
0920668372,Robert Munsch,36,Love You Forever,2015
0399226907,,37,The Very Hungry Caterpillar,2015
1433805618,American…,38,"Publication Manual of the American Psychological Association, 6th Edition",2015
0812993543,Ta-Nehisi Coates,39,Between the World and Me,2015
0756634687,DK,40,Baby Touch and Feel: Animals,2015
0803741715,B. J. Novak,41,The Book with No Pictures,2015
1476728747,David McCullough,42,The Wright Brothers,2015
0486493105,,43,Dover Creative Haven Art Nouveau Animal Designs Coloring Book (Adult Coloring),2015
0312577222,Kristin Hannah,44,The Nightingale: A Novel,2015
0062225243,Ree Drummond,45,"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solve Supper",2015
0553524267,Dr. Seuss,46,What Pet Should I Get? (Classic Seuss),2015
1627792414,Bill O'Reilly,47,Killing Reagan: The Violent Assault That Changed a Presidency (Bill O'Reilly's Killing Series),2015
1338029991,Scholastic,48,Harry Potter Coloring Book,2015
0062238868,Chris Kyle,49,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,2015
0544609719,Melissa Hartwig,50,The Whole30: The 30-Day Guide to Total Health and Food Freedom,2015
0986444138,Zack Zombie,51,Diary of a Minecraft Zombie Book 1: A Scare of A Dare (Volume 1),2015
0743273567,F. Scott Fitzgerald,52,The Great Gatsby,2015
0143108999,Johanna Basford,53,Lost Ocean: An Inky Adventure and Coloring Book for Adults,2015
0787960756,Patrick Lencioni,54,The Five Dysfunctions of a Team: A Leadership Fable,2015
0874478529,The College Board,55,The Official SAT Study Guide Second Edition,2015
1501100106,JJ Smith,56,10-Day Green Smoothie Cleanse,2015
159285849X,Brené Brown,57,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,2015
1442450703,Bill Martin Jr.,58,Chicka Chicka Boom Boom (Board Book),2015
0399172750,Drew Daywalt,59,The Day the Crayons Came Home,2015
0544272994,Randall Munroe,60,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,2015
014241493X,John Green,61,Paper Towns,2015
0812974492,Laura Hillenbrand,62,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",2015
1476772290,Laurence J. Kotlikoff,63,Get What's Yours: The Secrets to Maxing Out Your Social Security (The Get What's Yours Series),2015
1423160916,Rick Riordan,64,"Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer",2015
0803736800,Adam Rubin,65,Dragons Love Tacos,2015
1451673310,Ray Bradbury,66,Fahrenheit 451,2015
1609580834,Valorie Schaefer,67,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition",2015
0763644765,Leslie Patricelli,68,Potty (Leslie Patricelli board books),2015
0544668251,Randall Munroe,69,Thing Explainer: Complicated Stuff in Simple Words,2015
0307408868,Erik Larson,70,Dead Wake: The Last Crossing of the Lusitania,2015
0671449028,Sandra Boynton,71,The Going-To-Bed Book,2015
0804186839,Ali Maffucci,72,"Inspiralized: Turn Vegetables into Healthy, Creative, Satisfying Meals",2015
0486456943,Alberta Hutchinson,73,Mystical Mandala Coloring Book (Dover Design Coloring Books),2015
